Plot.id,Hexagon,Plot,Species,Live_status,DBH,Crown_class,Distance,Age.ca,Height,modelled.height2,Cruise_tree_class
H13P5,13,5,Sx: spruce hybrid,Standing (Live),33.1,4 (75-100% healthy),NA,NA,NA,24.63253037,8: Younger immature
H13P5,13,5,Bl: subalpine fir,Standing (Live),21.4,4 (75-100% healthy),NA,NA,NA,21.19155452,8: Younger immature
H13P5,13,5,Bl: subalpine fir,Standing (Live),11.5,4 (75-100% healthy),NA,NA,NA,18.55303325,8: Younger immature
H13P5,13,5,Bl: subalpine fir,Standing (Live),16.7,3 (50-75% healthy),NA,NA,NA,19.90771333,8: Younger immature
H13P5,13,5,Bl: subalpine fir,Standing (Live),23.5,4 (75-100% healthy),NA,NA,NA,21.78342125,8: Younger immature
H13P5,13,5,Bl: subalpine fir,Standing (Live),20.5,4 (75-100% healthy),NA,NA,NA,20.94134525,8: Younger immature
H13P5,13,5,Bl: subalpine fir,Standing (Live),24,4 (75-100% healthy),NA,NA,NA,21.926002,8: Younger immature
H13P5,13,5,Sx: spruce hybrid,Standing (Live),23.1,4 (75-100% healthy),NA,NA,NA,21.66981637,8: Younger immature
H13P5,13,5,Sx: spruce hybrid,Standing (Live),24.4,4 (75-100% healthy),NA,NA,NA,22.04052632,8: Younger immature
H13P5,13,5,Bl: subalpine fir,Down (Dead) (0-45%),18,1 (0-25% healthy),NA,NA,NA,20.257174,4: Dead useless
H13P5,13,5,Sx: spruce hybrid,Standing (Live),11.3,3 (50-75% healthy),NA,NA,NA,18.50230933,8: Younger immature
H13P5,13,5,Sx: spruce hybrid,Snag (Dead) (45-90%) ,10.7,1 (0-25% healthy),NA,NA,NA,18.35075053,8: Younger immature
H13P5,13,5,Bl: subalpine fir,Down (Dead) (0-45%),24.3,1 (0-25% healthy),NA,NA,NA,22.01185693,4: Dead useless
H13P5,13,5,Bl: subalpine fir,Standing (Live),8.2,2 (25-50% healthy),NA,NA,NA,17.72915228,8: Younger immature
H13P5,13,5,Bl: subalpine fir,Down (Dead) (0-45%),42.9,1 (0-25% healthy),NA,NA,NA,27.78377917,9: Younger immature - Dead potential
H13P5,13,5,Sx: spruce hybrid,Standing (Live),26.1,4 (75-100% healthy),NA,NA,NA,22.53181357,8: Younger immature
H13P5,13,5,Fd: douglas-fir,Down (Dead) (0-45%),62,1 (0-25% healthy),NA,NA,NA,34.63039,4: Dead useless
H13P5,13,5,Bl: subalpine fir,Down (Dead) (0-45%),21.1,1 (0-25% healthy),NA,NA,NA,21.10792157,4: Dead useless
H13P5,13,5,Bl: subalpine fir,Down (Dead) (0-45%),29.1,1 (0-25% healthy),NA,NA,NA,23.41679677,9: Younger immature - Dead potential
H13P5,13,5,Other,Down (Dead) (0-45%),29.5,1 (0-25% healthy),NA,NA,NA,23.53653125,4: Dead useless
H13P5,13,5,Other,Down (Dead) (0-45%),46.5,1 (0-25% healthy),NA,NA,NA,29.00298325,4: Dead useless
H13P5,13,5,Bl: subalpine fir,Standing (Live),24.7,1 (0-25% healthy),NA,NA,NA,22.12668773,4: Dead useless
H13P5,13,5,Bl: subalpine fir,Down (Dead) (0-45%),19.2,1 (0-25% healthy),NA,NA,NA,20.58358408,9: Younger immature - Dead potential
H13P5,13,5,Bl: subalpine fir,Standing (Live),18.5,1 (0-25% healthy),NA,NA,NA,20.39273125,8: Younger immature
H13P3,13,3,Fd: douglas-fir,Standing (Live),11.1,4 (75-100% healthy),NA,NA,NA,18.45168757,8: Younger immature
H13P3,13,3,Sx: spruce hybrid,Standing (Live),23.9,4 (75-100% healthy),NA,NA,NA,21.89743477,8: Younger immature
H13P3,13,3,Bl: subalpine fir,Standing (Live),15.2,4 (75-100% healthy),NA,NA,NA,19.50985288,8: Younger immature
H13P3,13,3,Sx: spruce hybrid,Standing (Live),18.7,4 (75-100% healthy),NA,NA,NA,20.44713293,8: Younger immature
H13P3,13,3,Bl: subalpine fir,Snag (Dead) (45-90%) ,9.7,1 (0-25% healthy),NA,NA,NA,18.10019573,8: Younger immature
H13P3,13,3,Bl: subalpine fir,Standing (Live),9.3,3 (50-75% healthy),NA,NA,NA,18.00068893,8: Younger immature
H13P3,13,3,Bl: subalpine fir,Standing (Live),8,1 (0-25% healthy),NA,NA,NA,17.680114,8: Younger immature
H13P3,13,3,Fd: douglas-fir,Standing (Live),9.2,4 (75-100% healthy),NA,NA,NA,17.97587608,8: Younger immature
H13P3,13,3,Bl: subalpine fir,Standing (Live),9.3,4 (75-100% healthy),NA,NA,NA,18.00068893,8: Younger immature
H13P3,13,3,Bl: subalpine fir,Standing (Live),12.3,4 (75-100% healthy),NA,NA,NA,18.75695053,8: Younger immature
H13P3,13,3,Bl: subalpine fir,Standing (Live),15.9,4 (75-100% healthy),NA,NA,NA,19.69480597,8: Younger immature
H13P3,13,3,Bl: subalpine fir,Snag (Dead) (45-90%) ,15.8,1 (0-25% healthy),NA,NA,NA,19.66830748,9: Younger immature - Dead potential
H13P3,13,3,Fd: douglas-fir,Standing (Live),19.8,4 (75-100% healthy),NA,NA,NA,20.74816828,8: Younger immature
H13P3,13,3,Fd: douglas-fir,Standing (Live),24.4,4 (75-100% healthy),NA,NA,NA,22.04052632,8: Younger immature
H13P3,13,3,Bl: subalpine fir,Standing (Live),16.8,3 (50-75% healthy),NA,NA,NA,19.93444168,8: Younger immature
H13P3,13,3,Bl: subalpine fir,Standing (Live),9.4,3 (50-75% healthy),NA,NA,NA,18.02552732,8: Younger immature
H13P3,13,3,Bl: subalpine fir,Standing (Live),10.1,3 (50-75% healthy),NA,NA,NA,18.20011117,8: Younger immature
H13P3,13,3,Fd: douglas-fir,Standing (Live),11.2,4 (75-100% healthy),NA,NA,NA,18.47698568,8: Younger immature
H13P3,13,3,Sx: spruce hybrid,Standing (Live),22,4 (75-100% healthy),NA,NA,NA,21.35951,8: Younger immature
H13P3,13,3,Bl: subalpine fir,Standing (Live),12.7,4 (75-100% healthy),NA,NA,NA,18.85952213,8: Younger immature
H13P3,13,3,Bl: subalpine fir,Standing (Live),10.1,2 (25-50% healthy),NA,NA,NA,18.20011117,8: Younger immature
H13P3,13,3,Fd: douglas-fir,Standing (Live),13.9,4 (75-100% healthy),NA,NA,NA,19.16968877,8: Younger immature
H13P3,13,3,Sx: spruce hybrid,Standing (Live),20.8,4 (75-100% healthy),NA,NA,NA,21.02451848,8: Younger immature
H13P3,13,3,Bl: subalpine fir,Standing (Live),11.8,4 (75-100% healthy),NA,NA,NA,18.62931068,8: Younger immature
H13P3,13,3,Bl: subalpine fir,Standing (Live),9.5,3 (50-75% healthy),NA,NA,NA,18.05039125,8: Younger immature
H13P3,13,3,Bl: subalpine fir,Standing (Live),8.2,3 (50-75% healthy),NA,NA,NA,17.72915228,8: Younger immature
H13P3,13,3,Bl: subalpine fir,Standing (Live),10,3 (50-75% healthy),NA,NA,NA,18.175094,8: Younger immature
H13P3,13,3,Bl: subalpine fir,Standing (Live),11,4 (75-100% healthy),NA,NA,NA,18.426415,8: Younger immature
H13P3,13,3,Bl: subalpine fir,Snag (Dead) (45-90%) ,18.1,1 (0-25% healthy),NA,NA,NA,20.28423437,8: Younger immature
H13P3,13,3,Bl: subalpine fir,Standing (Live),12.9,4 (75-100% healthy),NA,NA,NA,18.91096117,8: Younger immature
H13P3,13,3,Fd: douglas-fir,Standing (Live),12.8,4 (75-100% healthy),NA,NA,NA,18.88522888,8: Younger immature
H13P3,13,3,Bl: subalpine fir,Snag (Dead) (45-90%) ,7.5,1 (0-25% healthy),NA,NA,NA,17.55796525,9: Younger immature - Dead potential
H13P3,13,3,Bl: subalpine fir,Standing (Live),15.2,4 (75-100% healthy),NA,NA,NA,19.50985288,8: Younger immature
H13P3,13,3,Bl: subalpine fir,Snag (Dead) (45-90%) ,10,1 (0-25% healthy),NA,NA,NA,18.175094,8: Younger immature
H13P3,13,3,Bl: subalpine fir,Standing (Live),7.8,3 (50-75% healthy),NA,NA,NA,17.63117788,8: Younger immature
H13P3,13,3,Sx: spruce hybrid,Standing (Live),42.5,4 (75-100% healthy),NA,NA,NA,27.65035525,1: Older Immature
H13P3,13,3,Fd: douglas-fir,Standing (Live),26.8,4 (75-100% healthy),NA,NA,NA,22.73625368,8: Younger immature
H13P3,13,3,Other,Down (Dead) (0-45%),54,1 (0-25% healthy),NA,NA,NA,31.649302,4: Dead useless
H13P3,13,3,Bl: subalpine fir,Standing (Live),22.1,4 (75-100% healthy),NA,NA,NA,21.38759197,8: Younger immature
H13P3,13,3,Bl: subalpine fir,Standing (Live),9.3,3 (50-75% healthy),NA,NA,NA,18.00068893,8: Younger immature
H13P3,13,3,Other,Down (Dead) (0-45%),25.8,1 (0-25% healthy),NA,NA,NA,22.44457948,4: Dead useless
H13P3,13,3,Bl: subalpine fir,Standing (Live),7.9,2 (25-50% healthy),NA,NA,NA,17.65563317,8: Younger immature
H13P3,13,3,Fd: douglas-fir,Standing (Live),25.4,4 (75-100% healthy),NA,NA,NA,22.32862492,8: Younger immature
H13P3,13,3,Bl: subalpine fir,Standing (Live),9.8,2 (25-50% healthy),NA,NA,NA,18.12513628,8: Younger immature
H13P3,13,3,Fd: douglas-fir,Down (Dead) (0-45%),69,1 (0-25% healthy),NA,NA,NA,37.372927,4: Dead useless
H13P3,13,3,Fd: douglas-fir,Standing (Live),31.1,4 (75-100% healthy),NA,NA,NA,24.01955557,8: Younger immature
H13P3,13,3,Bl: subalpine fir,Snag (Dead) (45-90%) ,10,1 (0-25% healthy),NA,NA,NA,18.175094,8: Younger immature
H13P3,13,3,Other,Down (Dead) (0-45%),36.2,1 (0-25% healthy),NA,NA,NA,25.60283068,4: Dead useless
H13P3,13,3,Other,Down (Dead) (0-45%),38.2,1 (0-25% healthy),NA,NA,NA,26.24185628,4: Dead useless
H13P3,13,3,Bl: subalpine fir,Standing (Live),8,1 (0-25% healthy),NA,NA,NA,17.680114,8: Younger immature
H13P3,13,3,Bl: subalpine fir,Standing (Live),11.1,4 (75-100% healthy),NA,NA,NA,18.45168757,8: Younger immature
H13P3,13,3,Fd: douglas-fir,Standing (Live),10.5,4 (75-100% healthy),NA,NA,NA,18.30043525,8: Younger immature
H13P3,13,3,Sx: spruce hybrid,Down (Dead) (0-45%),34.2,1 (0-25% healthy),NA,NA,NA,24.97402108,4: Dead useless
H13P3,13,3,Bl: subalpine fir,Standing (Live),13,4 (75-100% healthy),NA,NA,NA,18.936719,8: Younger immature
H13P3,13,3,Bl: subalpine fir,Standing (Live),13.4,4 (75-100% healthy),NA,NA,NA,19.04000572,8: Younger immature
H13P3,13,3,Fd: douglas-fir,Down (Dead) (0-45%),58,1 (0-25% healthy),NA,NA,NA,33.119414,4: Dead useless
H13P3,13,3,Bl: subalpine fir,Standing (Live),18.2,4 (75-100% healthy),NA,NA,NA,20.31132028,8: Younger immature
H13P3,13,3,Bl: subalpine fir,Standing (Live),17.8,4 (75-100% healthy),NA,NA,NA,20.20312988,8: Younger immature
H13P3,13,3,Bl: subalpine fir,Snag (Dead) (45-90%) ,11.1,1 (0-25% healthy),NA,NA,NA,18.45168757,8: Younger immature
H13P3,13,3,Other,Down (Dead) (0-45%),24.1,1 (0-25% healthy),NA,NA,NA,21.95459477,4: Dead useless
H13P3,13,3,Bl: subalpine fir,Standing (Live),7.8,3 (50-75% healthy),NA,NA,NA,17.63117788,8: Younger immature
H13P3,13,3,Sx: spruce hybrid,Down (Dead) (0-45%),20.2,1 (0-25% healthy),NA,NA,NA,20.85840188,9: Younger immature - Dead potential
H13P3,13,3,Bl: subalpine fir,Standing (Live),10,3 (50-75% healthy),NA,NA,NA,18.175094,8: Younger immature
H13P3,13,3,Bl: subalpine fir,Standing (Live),7.6,3 (50-75% healthy),NA,NA,NA,17.58234392,8: Younger immature
H13P3,13,3,Bl: subalpine fir,Standing (Live),13.3,4 (75-100% healthy),NA,NA,NA,19.01414573,8: Younger immature
H13P3,13,3,Fd: douglas-fir,Standing (Live),35.2,4 (75-100% healthy),12.52,62,24.7,25.28714888,8: Younger immature
H13P3,13,3,Bl: subalpine fir,Standing (Live),8.1,4 (75-100% healthy),NA,NA,NA,17.70462037,8: Younger immature
H13P3,13,3,Fd: douglas-fir,Standing (Live),26.5,4 (75-100% healthy),NA,NA,NA,22.64848325,8: Younger immature
H13P3,13,3,Fd: douglas-fir,Standing (Live),30.1,4 (75-100% healthy),3.65,54,22.5,23.71689917,8: Younger immature
H13P3,13,3,Bl: subalpine fir,Standing (Live),12.5,3 (50-75% healthy),NA,NA,NA,18.80818525,8: Younger immature
H13P3,13,3,Bl: subalpine fir,Standing (Live),10.3,3 (50-75% healthy),NA,NA,NA,18.25022213,8: Younger immature
H13P3,13,3,Fd: douglas-fir,Standing (Live),14.4,4 (75-100% healthy),NA,NA,NA,19.30001032,8: Younger immature
H13P3,13,3,Other,Down (Dead) (0-45%),50,1 (0-25% healthy),NA,NA,NA,30.220054,4: Dead useless
H13P3,13,3,Fd: douglas-fir,Standing (Live),14.3,4 (75-100% healthy),NA,NA,NA,19.27389493,8: Younger immature
H13P3,13,3,Fd: douglas-fir,Standing (Live),7.8,3 (50-75% healthy),NA,NA,NA,17.63117788,8: Younger immature
H13P3,13,3,Bl: subalpine fir,Standing (Live),20.6,1 (0-25% healthy),13.48,61,20.5,20.96904412,8: Younger immature
H13P3,13,3,Bl: subalpine fir,Standing (Live),25.7,3 (50-75% healthy),NA,NA,NA,22.41555253,8: Younger immature
H13P3,13,3,Fd: douglas-fir,Down (Dead) (0-45%),63,1 (0-25% healthy),NA,NA,NA,35.014519,4: Dead useless
H13P3,13,3,Bl: subalpine fir,Standing (Live),9.4,2 (25-50% healthy),NA,NA,NA,18.02552732,8: Younger immature
H13P3,13,3,Bl: subalpine fir,Standing (Live),27.5,4 (75-100% healthy),10.43,63,22,22.94194525,8: Younger immature
H13P3,13,3,Fd: douglas-fir,Standing (Live),13.3,4 (75-100% healthy),NA,NA,NA,19.01414573,8: Younger immature
H13P3,13,3,Bl: subalpine fir,Standing (Live),22.3,1 (0-25% healthy),NA,NA,NA,21.44383253,9: Younger immature - Dead potential
H13P3,13,3,Fd: douglas-fir,Standing (Live),18.2,4 (75-100% healthy),NA,NA,NA,20.31132028,8: Younger immature
H13P3,13,3,Fd: douglas-fir,Standing (Live),16,4 (75-100% healthy),NA,NA,NA,19.72133,8: Younger immature
H13P3,13,3,Fd: douglas-fir,Standing (Live),20.7,4 (75-100% healthy),NA,NA,NA,20.99676853,8: Younger immature
H13P3,13,3,Fd: douglas-fir,Standing (Live),9.7,4 (75-100% healthy),NA,NA,NA,18.10019573,8: Younger immature
H13P3,13,3,Bl: subalpine fir,Standing (Live),8.3,3 (50-75% healthy),NA,NA,NA,17.75370973,8: Younger immature
H13P3,13,3,Fd: douglas-fir,Standing (Live),11,4 (75-100% healthy),NA,NA,NA,18.426415,8: Younger immature
H13P3,13,3,Bl: subalpine fir,Standing (Live),10.3,3 (50-75% healthy),NA,NA,NA,18.25022213,8: Younger immature
H13P3,13,3,Fd: douglas-fir,Standing (Live),21.2,4 (75-100% healthy),NA,NA,NA,21.13577368,8: Younger immature
H13P3,13,3,Bl: subalpine fir,Standing (Live),9.1,4 (75-100% healthy),NA,NA,NA,17.95108877,8: Younger immature
H13P3,13,3,Bl: subalpine fir,Standing (Live),22.6,4 (75-100% healthy),NA,NA,NA,21.52838492,8: Younger immature
H13P3,13,3,Bl: subalpine fir,Snag (Dead) (45-90%) ,8.2,1 (0-25% healthy),NA,NA,NA,17.72915228,9: Younger immature - Dead potential
H13P3,13,3,Fd: douglas-fir,Standing (Live),26.8,4 (75-100% healthy),NA,NA,NA,22.73625368,8: Younger immature
H13P3,13,3,Fd: douglas-fir,Standing (Live),26.7,4 (75-100% healthy),NA,NA,NA,22.70697133,8: Younger immature
H13P3,13,3,Fd: douglas-fir,Standing (Live),16.2,4 (75-100% healthy),NA,NA,NA,19.77445468,8: Younger immature
H13P3,13,3,Bl: subalpine fir,Standing (Live),9.8,3 (50-75% healthy),NA,NA,NA,18.12513628,8: Younger immature
H13P3,13,3,Fd: douglas-fir,Standing (Live),23.7,4 (75-100% healthy),NA,NA,NA,21.84037693,8: Younger immature
H13P3,13,3,Fd: douglas-fir,Standing (Live),13.6,4 (75-100% healthy),NA,NA,NA,19.09180232,8: Younger immature
H13P3,13,3,Fd: douglas-fir,Standing (Live),16.5,4 (75-100% healthy),NA,NA,NA,19.85433325,8: Younger immature
H14P9,14,9,Other,Down (Dead) (0-45%),25.6,1 (0-25% healthy),NA,NA,NA,22.38655112,4: Dead useless
H14P9,14,9,Bl: subalpine fir,Down (Dead) (0-45%),27.2,1 (0-25% healthy),NA,NA,NA,22.85363848,4: Dead useless
H14P9,14,9,Bl: subalpine fir,Down (Dead) (0-45%),22.2,1 (0-25% healthy),NA,NA,NA,21.41569948,3: Older Immature. Dead Potential
H14P9,14,9,Other,Down (Dead) (0-45%),23.5,1 (0-25% healthy),NA,NA,NA,21.78342125,4: Dead useless
H14P9,14,9,Other,Snag (Dead) (45-90%) ,39.6,1 (0-25% healthy),NA,NA,NA,26.69525272,4: Dead useless
H14P9,14,9,Bl: subalpine fir,Standing (Live),15.4,4 (75-100% healthy),NA,NA,NA,19.56256892,8: Younger immature
H14P9,14,9,Bl: subalpine fir,Standing (Live),19.8,4 (75-100% healthy),NA,NA,NA,20.74816828,8: Younger immature
H14P9,14,9,Bl: subalpine fir,Standing (Live),13.1,2 (25-50% healthy),NA,NA,NA,18.96250237,8: Younger immature
H14P9,14,9,Bl: subalpine fir,Standing (Live),15,3 (50-75% healthy),NA,NA,NA,19.457239,8: Younger immature
H14P9,14,9,Bl: subalpine fir,Snag (Dead) (45-90%) ,12.8,1 (0-25% healthy),NA,NA,NA,18.88522888,8: Younger immature
H14P9,14,9,Bl: subalpine fir,Snag (Dead) (45-90%) ,19.1,1 (0-25% healthy),NA,NA,NA,20.55624277,8: Younger immature
H14P9,14,9,Bl: subalpine fir,Snag (Dead) (45-90%) ,19.1,1 (0-25% healthy),NA,NA,NA,20.55624277,8: Younger immature
H14P9,14,9,Sx: spruce hybrid,Snag (Dead) (45-90%) ,11.4,1 (0-25% healthy),NA,NA,NA,18.52765852,9: Younger immature - Dead potential
H14P9,14,9,Sx: spruce hybrid,Standing (Live),13.7,3 (50-75% healthy),NA,NA,NA,19.11773893,8: Younger immature
H14P9,14,9,Bl: subalpine fir,Snag (Dead) (45-90%) ,17.9,1 (0-25% healthy),NA,NA,NA,20.23013917,9: Younger immature - Dead potential
H14P9,14,9,Other,Standing (Live),31.6,1 (0-25% healthy),NA,NA,NA,24.17184152,4: Dead useless
H14P9,14,9,Bl: subalpine fir,Snag (Dead) (45-90%) ,8.7,1 (0-25% healthy),NA,NA,NA,17.85219493,8: Younger immature
H14P9,14,9,Bl: subalpine fir,Standing (Live),12.1,3 (50-75% healthy),NA,NA,NA,18.70581797,8: Younger immature
H14P9,14,9,Bl: subalpine fir,Standing (Live),8.6,1 (0-25% healthy),NA,NA,NA,17.82753532,8: Younger immature
H14P9,14,9,Bl: subalpine fir,Standing (Live),10.8,3 (50-75% healthy),NA,NA,NA,18.37594648,8: Younger immature
H14P9,14,9,Bl: subalpine fir,Standing (Live),22.9,1 (0-25% healthy),NA,NA,NA,21.61316717,2: Older immature - Suspect
H14P9,14,9,Bl: subalpine fir,Snag (Dead) (45-90%) ,24.1,1 (0-25% healthy),NA,NA,NA,21.95459477,5: Mature
H14P9,14,9,Bl: subalpine fir,Standing (Live),25,1 (0-25% healthy),NA,NA,NA,22.213079,3: Older Immature. Dead Potential
H14P9,14,9,Bl: subalpine fir,Standing (Live),29.6,3 (50-75% healthy),NA,NA,NA,23.56652872,5: Mature
H14P9,14,9,Sx: spruce hybrid,Standing (Live),29.4,4 (75-100% healthy),NA,NA,NA,23.50655932,8: Younger immature
H14P9,14,9,Other,Down (Dead) (0-45%),25.9,1 (0-25% healthy),NA,NA,NA,22.47363197,4: Dead useless
H14P9,14,9,Bl: subalpine fir,Standing (Live),18.6,4 (75-100% healthy),NA,NA,NA,20.41991932,8: Younger immature
H14P9,14,9,Bl: subalpine fir,Standing (Live),21.5,4 (75-100% healthy),NA,NA,NA,21.21948325,8: Younger immature
H14P9,14,9,Bl: subalpine fir,Standing (Live),10.7,1 (0-25% healthy),NA,NA,NA,18.35075053,9: Younger immature - Dead potential
H14P9,14,9,Sx: spruce hybrid,Standing (Live),8.3,4 (75-100% healthy),NA,NA,NA,17.75370973,8: Younger immature
H14P9,14,9,Bl: subalpine fir,Snag (Dead) (45-90%) ,31.7,1 (0-25% healthy),NA,NA,NA,24.20237533,3: Older Immature. Dead Potential
H14P9,14,9,Sx: spruce hybrid,Standing (Live),12.4,4 (75-100% healthy),NA,NA,NA,18.78255512,8: Younger immature
H14P9,14,9,Bl: subalpine fir,Standing (Live),25.8,2 (25-50% healthy),NA,NA,NA,22.44457948,8: Younger immature
H14P9,14,9,Bl: subalpine fir,Standing (Live),36.6,2 (25-50% healthy),NA,NA,NA,25.72981852,2: Older immature - Suspect
H14P9,14,9,Sx: spruce hybrid,Standing (Live),25.9,4 (75-100% healthy),NA,NA,NA,22.47363197,8: Younger immature
H14P9,14,9,Sx: spruce hybrid,Standing (Live),18.5,4 (75-100% healthy),NA,NA,NA,20.39273125,8: Younger immature
H14P9,14,9,Bl: subalpine fir,Standing (Live),16.5,4 (75-100% healthy),NA,NA,NA,19.85433325,8: Younger immature
H14P9,14,9,Bl: subalpine fir,Standing (Live),16.4,4 (75-100% healthy),NA,NA,NA,19.82768152,8: Younger immature
H14P9,14,9,Bl: subalpine fir,Snag (Dead) (45-90%) ,7.5,1 (0-25% healthy),NA,NA,NA,17.55796525,9: Younger immature - Dead potential
H14P9,14,9,Bl: subalpine fir,Snag (Dead) (45-90%) ,8.9,1 (0-25% healthy),NA,NA,NA,17.90159077,9: Younger immature - Dead potential
H14P9,14,9,Bl: subalpine fir,Snag (Dead) (45-90%) ,17,1 (0-25% healthy),NA,NA,NA,19.987975,9: Younger immature - Dead potential
H14P9,14,9,Bl: subalpine fir,Standing (Live),29,4 (75-100% healthy),NA,NA,NA,23.386927,2: Older immature - Suspect
H14P9,14,9,Bl: subalpine fir,Standing (Live),14.5,4 (75-100% healthy),NA,NA,NA,19.32615125,8: Younger immature
H14P9,14,9,Bl: subalpine fir,Standing (Live),22.1,4 (75-100% healthy),NA,NA,NA,21.38759197,8: Younger immature
H14P9,14,9,Bl: subalpine fir,Snag (Dead) (45-90%) ,12.8,1 (0-25% healthy),NA,NA,NA,18.88522888,9: Younger immature - Dead potential
H14P9,14,9,Bl: subalpine fir,Standing (Live),27.7,4 (75-100% healthy),NA,NA,NA,23.00094413,2: Older immature - Suspect
H14P9,14,9,Bl: subalpine fir,Standing (Live),12.8,3 (50-75% healthy),NA,NA,NA,18.88522888,8: Younger immature
H14P9,14,9,Bl: subalpine fir,Standing (Live),15.8,4 (75-100% healthy),NA,NA,NA,19.66830748,8: Younger immature
H14P9,14,9,Bl: subalpine fir,Standing (Live),22.5,4 (75-100% healthy),NA,NA,NA,21.50017525,8: Younger immature
H14P9,14,9,Bl: subalpine fir,Standing (Live),28.8,4 (75-100% healthy),16.12,NA,25,23.32726408,8: Younger immature
H14P9,14,9,Bl: subalpine fir,Standing (Live),22.3,4 (75-100% healthy),NA,NA,NA,21.44383253,8: Younger immature
H14P9,14,9,Sx: spruce hybrid,Standing (Live),51.3,4 (75-100% healthy),7.94,80,27.5,30.68007733,1: Older Immature
H14P9,14,9,Sx: spruce hybrid,Snag (Dead) (45-90%) ,12.4,1 (0-25% healthy),NA,NA,NA,18.78255512,9: Younger immature - Dead potential
H14P9,14,9,Bl: subalpine fir,Standing (Live),13.9,3 (50-75% healthy),NA,NA,NA,19.16968877,8: Younger immature
H14P9,14,9,Bl: subalpine fir,Standing (Live),22.5,4 (75-100% healthy),3.84,50,22,21.50017525,8: Younger immature
H14P9,14,9,Sx: spruce hybrid,Standing (Live),40.6,4 (75-100% healthy),4.04,56,26,27.02217212,8: Younger immature
H14P9,14,9,Sx: spruce hybrid,Standing (Live),15.2,4 (75-100% healthy),NA,NA,NA,19.50985288,8: Younger immature
H14P9,14,9,Bl: subalpine fir,Standing (Live),8.2,4 (75-100% healthy),NA,NA,NA,17.72915228,8: Younger immature
H14P5,14,5,Other,Down (Dead) (0-45%),25.5,1 (0-25% healthy),NA,NA,NA,22.35757525,4: Dead useless
H14P5,14,5,Other,Down (Dead) (0-45%),25.6,1 (0-25% healthy),NA,NA,NA,22.38655112,4: Dead useless
H14P5,14,5,Bl: subalpine fir,Standing (Live),16,4 (75-100% healthy),NA,NA,NA,19.72133,8: Younger immature
H14P5,14,5,Fd: douglas-fir,Snag (Dead) (45-90%) ,73,1 (0-25% healthy),NA,NA,NA,38.996279,4: Dead useless
H14P5,14,5,Other,Down (Dead) (0-45%),19.1,1 (0-25% healthy),NA,NA,NA,20.55624277,4: Dead useless
H14P5,14,5,Other,Down (Dead) (0-45%),33.8,1 (0-25% healthy),NA,NA,NA,24.84948508,4: Dead useless
H14P5,14,5,Other,Down (Dead) (0-45%),40.9,1 (0-25% healthy),NA,NA,NA,27.12074597,4: Dead useless
H14P5,14,5,Other,Down (Dead) (0-45%),49.8,1 (0-25% healthy),NA,NA,NA,30.14966428,4: Dead useless
H14P5,14,5,Other,Down (Dead) (0-45%),53,1 (0-25% healthy),NA,NA,NA,31.288159,4: Dead useless
H14P5,14,5,Bl: subalpine fir,Down (Dead) (0-45%),30.3,1 (0-25% healthy),NA,NA,NA,23.77722613,9: Younger immature - Dead potential
H14P5,14,5,Sx: spruce hybrid,Standing (Live),12.1,1 (0-25% healthy),NA,NA,NA,18.70581797,8: Younger immature
H14P5,14,5,Other,Down (Dead) (0-45%),19.3,1 (0-25% healthy),NA,NA,NA,20.61095093,4: Dead useless
H14P5,14,5,Bl: subalpine fir,Down (Dead) (0-45%),25.9,1 (0-25% healthy),NA,NA,NA,22.47363197,4: Dead useless
H14P5,14,5,Other,Down (Dead) (0-45%),46,1 (0-25% healthy),NA,NA,NA,28.83167,4: Dead useless
H14P5,14,5,Sx: spruce hybrid,Standing (Live),33.7,4 (75-100% healthy),12.63,64,25.9,24.81841493,8: Younger immature
H14P5,14,5,Bl: subalpine fir,Standing (Live),29.5,4 (75-100% healthy),12.99,66,22.5,23.53653125,8: Younger immature
H14P5,14,5,Sx: spruce hybrid,Standing (Live),38.8,4 (75-100% healthy),15.33,56,27.1,26.43555608,8: Younger immature
H14P5,14,5,Sx: spruce hybrid,Standing (Live),40.2,3 (50-75% healthy),NA,NA,NA,26.89109788,8: Younger immature
H14P5,14,5,Bl: subalpine fir,Standing (Live),25.1,4 (75-100% healthy),4.5,95,21.1,22.24192717,1: Older Immature
H14P5,14,5,Sx: spruce hybrid,Standing (Live),14.1,4 (75-100% healthy),NA,NA,NA,19.22174077,8: Younger immature
H14P5,14,5,Bl: subalpine fir,Standing (Live),10.8,1 (0-25% healthy),NA,NA,NA,18.37594648,8: Younger immature
H14P5,14,5,Bl: subalpine fir,Standing (Live),10,2 (25-50% healthy),NA,NA,NA,18.175094,8: Younger immature
H14P5,14,5,Bl: subalpine fir,Snag (Dead) (45-90%) ,17.6,1 (0-25% healthy),NA,NA,NA,20.14918792,8: Younger immature
H14P5,14,5,Bl: subalpine fir,Standing (Live),15.1,4 (75-100% healthy),NA,NA,NA,19.48353317,8: Younger immature
H14P5,14,5,Bl: subalpine fir,Standing (Live),17.1,4 (75-100% healthy),NA,NA,NA,20.01477997,8: Younger immature
H14P5,14,5,Bl: subalpine fir,Standing (Live),27.2,4 (75-100% healthy),NA,NA,NA,22.85363848,2: Older immature - Suspect
